context_id,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,candidate_11,candidate_12,candidate_1_scores,candidate_2_scores,candidate_3_scores,candidate_4_scores,candidate_5_scores,candidate_6_scores,candidate_7_scores,candidate_8_scores,candidate_9_scores,candidate_10_scores,candidate_11_scores,candidate_12_scores
13,337,188,303,178,297,76,88,365,132,133,183,141,0.0,0.4,0.0,1.0,0.0,0.6,0.6,0.0,0.2,0.0,0.0,0.0
14,120,69,338,300,213,280,136,239,46,253,386,377,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.4,0.0,0.0
15,126,306,18,176,254,88,23,17,185,316,212,138,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0
16,380,385,363,206,34,114,313,297,280,29,3,12,0.0,0.2,0.2,0.0,0.8,0.4,0.4,0.2,0.2,0.6,0.2,0.0
17,44,300,253,386,87,98,133,102,152,392,13,193,0.2,0.4,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.4,0.2,0.0
18,158,272,194,262,191,89,144,8,186,80,356,323,0.0,0.2,0.8,0.0,0.0,0.4,0.0,0.6,0.4,0.2,0.0,0.0
19,346,234,62,213,261,31,300,121,78,156,128,18,0.4,0.0,0.2,0.2,0.0,0.8,0.4,0.2,0.0,0.0,0.0,0.4
20,87,335,23,48,2,15,397,277,31,51,364,297,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.2,0.4,0.4,0.2,0.6
21,253,385,273,220,159,10,37,201,207,53,5,91,0.0,0.0,0.2,0.4,0.4,0.0,0.8,0.0,0.0,0.0,0.4,0.0
22,303,249,65,267,78,392,318,58,66,310,366,195,0.0,0.4,0.0,0.2,0.0,0.2,0.4,0.4,0.8,0.2,0.0,0.2
23,154,80,306,230,106,341,355,47,200,129,330,258,0.2,0.8,0.2,0.0,0.2,0.6,0.0,0.0,0.6,0.4,0.2,0.0
25,58,191,104,313,267,269,279,195,184,281,365,329,0.0,0.0,0.0,0.0,0.6,0.4,0.6,0.0,0.8,0.0,0.2,0.0
26,48,152,122,8,89,44,105,318,203,183,260,115,0.0,0.0,0.6,0.0,0.4,0.0,0.2,0.0,0.0,0.8,0.0,0.4
27,15,186,318,39,29,175,239,31,204,188,122,169,0.2,0.0,0.4,0.8,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.4
28,54,36,72,355,297,339,263,242,377,103,374,215,1.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.0,0.4,0.0,0.4
29,202,275,50,311,385,281,295,165,102,363,273,192,0.4,0.2,0.0,0.4,0.2,0.8,0.0,0.4,0.0,0.2,0.2,0.0
30,27,102,231,242,289,225,82,303,287,330,131,247,0.0,0.0,0.2,0.6,0.0,0.4,0.4,0.0,0.0,0.0,0.8,0.0
31,331,283,291,101,203,310,145,16,20,366,204,212,0.8,0.2,0.2,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0
32,329,1,42,268,43,109,283,77,165,63,21,274,0.0,0.0,0.0,0.4,0.0,0.0,0.8,0.0,0.4,0.4,0.0,0.0
33,350,360,297,199,116,280,204,0,90,79,163,314,0.2,0.0,0.4,0.8,0.2,0.2,0.2,0.0,0.6,0.0,0.2,0.4
34,241,32,208,142,211,113,260,100,230,178,279,359,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6
35,139,370,90,48,7,101,268,326,105,37,303,212,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.4,0.0,0.8,0.0,0.0
36,206,22,101,68,156,380,117,298,91,241,214,336,0.0,0.2,0.0,0.6,0.0,0.0,0.2,0.4,0.4,0.0,0.8,0.0
37,243,131,220,174,329,246,17,63,99,123,376,96,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.4,0.0,0.0,0.6,0.8
38,156,114,369,269,17,108,299,104,157,111,88,42,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.8,0.0,0.2
39,175,27,20,30,197,251,186,288,348,273,29,172,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.4,0.0
40,37,381,277,73,249,170,366,61,296,360,93,188,0.2,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.4,0.0,0.4,0.0
41,251,278,176,219,180,92,11,325,147,108,75,153,0.0,0.0,0.2,0.2,0.4,0.0,0.2,0.8,0.0,0.2,0.4,0.4
43,197,220,155,341,213,268,101,369,349,191,132,255,0.0,0.2,0.8,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.4,0.2
44,14,124,2,347,396,373,68,8,342,309,375,177,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,0.0,0.6,0.0,0.0
45,272,324,381,16,154,98,116,45,11,388,208,90,0.0,0.6,0.0,0.0,0.0,0.8,0.6,0.0,0.4,0.0,0.0,0.0
46,37,218,249,32,126,380,311,96,203,79,389,245,0.4,0.0,0.2,0.0,0.0,0.0,0.8,0.2,0.0,0.4,0.0,0.4
47,211,98,374,202,322,44,120,30,273,244,239,236,0.0,0.2,0.0,0.4,0.4,0.0,0.0,0.0,0.8,0.6,0.2,0.0
48,29,41,276,231,125,336,242,369,111,112,143,25,0.2,0.4,0.4,0.4,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0
49,266,379,322,384,265,73,141,189,385,336,323,399,0.0,0.0,0.0,0.0,0.8,0.4,0.6,0.0,0.0,0.0,0.6,0.0
50,232,6,362,139,380,275,388,213,348,276,394,334,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.6
51,348,42,261,69,263,275,41,66,399,219,74,180,0.4,0.0,0.0,0.0,0.4,0.2,0.8,0.0,0.0,0.2,0.4,0.0
52,47,201,330,183,94,369,206,194,41,78,97,334,0.0,0.2,0.0,0.2,0.2,0.4,0.0,0.4,0.2,0.8,0.2,0.6
53,99,261,256,338,11,169,29,110,273,91,354,100,0.0,0.0,0.4,0.6,0.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0
54,147,84,151,171,128,22,110,238,245,195,277,395,0.0,0.0,0.6,0.2,0.4,0.0,0.2,0.4,0.2,0.0,0.2,0.8
55,381,327,271,3,376,211,15,89,239,343,234,267,0.0,0.8,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6
56,153,115,217,163,11,265,41,216,308,75,7,300,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.4,0.0,0.4,0.4,0.0
57,260,225,118,240,183,52,147,158,297,320,40,214,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.6,0.2
58,93,38,376,242,85,147,284,397,231,71,28,177,0.8,0.4,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
59,230,313,138,2,96,85,217,394,358,142,203,43,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.8,0.4,0.0,0.4
60,188,202,375,161,243,59,6,315,230,88,98,305,0.8,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.0
61,62,73,70,217,151,29,23,332,107,215,369,207,0.4,0.2,1.0,0.0,0.6,0.2,0.0,0.0,0.6,0.0,0.0,0.0
62,398,275,351,330,86,208,181,46,378,32,21,89,0.0,0.8,0.4,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.4
63,180,205,395,213,289,193,109,134,168,376,18,282,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.8,0.0
64,358,194,330,109,286,191,36,95,34,240,290,18,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.2,0.8
65,214,190,376,69,122,120,112,21,336,307,358,208,0.0,0.0,0.4,0.2,0.4,0.0,0.4,0.0,0.0,0.0,0.8,0.0
66,215,159,235,121,20,171,305,332,281,243,363,119,0.0,0.4,1.0,0.2,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0
67,220,52,134,236,364,227,216,273,168,181,187,20,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.4,0.0,0.0,0.4,0.8
68,72,222,320,270,230,267,310,286,300,233,183,211,0.2,0.8,0.0,0.0,0.0,0.6,0.4,0.2,0.4,0.0,0.0,0.0
69,324,269,170,199,334,282,33,396,192,58,148,351,0.0,0.8,0.4,0.4,0.4,0.0,0.2,0.0,0.0,0.0,0.2,0.0
70,380,83,173,295,194,157,323,38,197,44,374,248,0.0,0.4,0.4,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.4
71,187,151,76,280,199,166,51,263,98,161,352,105,0.0,0.8,0.2,0.4,0.2,0.0,0.4,0.0,0.0,0.4,0.0,0.0
72,340,246,98,56,49,122,282,258,266,159,95,185,0.6,0.0,0.6,0.0,0.0,0.2,0.0,0.8,0.0,0.4,0.0,0.0
73,80,169,120,6,248,178,280,173,17,338,129,307,0.0,0.0,0.4,0.6,0.0,0.2,0.4,0.0,0.2,0.8,0.0,0.0
74,147,396,305,89,73,146,229,206,339,61,177,261,0.0,0.4,0.0,0.4,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0
76,395,186,376,202,251,204,207,304,254,324,22,218,0.0,0.0,0.8,0.4,0.6,0.2,0.0,0.0,0.0,0.0,0.4,0.0
77,258,227,46,199,242,45,225,120,158,336,153,351,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.8,0.2
78,72,332,54,32,302,45,273,43,254,347,177,170,0.0,0.4,0.0,0.2,0.0,0.0,0.8,0.2,0.0,0.4,0.0,0.4
79,188,77,75,12,30,253,367,39,354,374,370,172,0.0,0.0,0.4,0.2,0.0,0.4,0.0,0.8,0.0,0.0,0.4,0.2
80,110,323,233,57,143,333,243,121,224,132,28,184,0.6,0.0,0.2,0.0,0.2,0.8,0.0,0.4,0.6,0.0,0.0,0.0
81,90,389,151,399,286,141,337,101,37,323,222,322,0.0,0.2,0.2,0.0,0.4,0.6,0.0,0.0,0.4,0.2,0.8,0.0
82,263,108,359,2,163,282,350,352,85,340,278,351,0.8,0.0,0.0,0.4,0.2,0.4,0.0,0.0,0.2,0.4,0.0,0.2
83,67,391,90,166,26,91,302,290,10,51,287,319,0.4,0.2,0.0,0.0,0.6,0.0,0.0,0.6,0.0,1.0,0.2,0.0
84,399,18,161,222,6,122,228,162,87,272,157,345,0.0,0.2,0.2,0.2,0.8,0.4,0.4,0.2,0.4,0.0,0.0,0.2
85,121,240,156,397,357,12,56,382,107,201,267,157,0.4,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.4,0.8,0.2,0.0
86,68,108,120,17,387,339,173,320,274,1,269,197,0.6,0.0,0.0,0.8,0.0,0.0,0.4,0.2,0.0,0.2,0.6,0.0
87,221,116,255,46,372,78,124,334,379,145,55,250,0.2,0.4,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.6,0.4,0.0
88,311,226,252,306,325,236,364,14,248,102,163,261,0.2,0.0,0.4,0.8,0.2,0.4,0.0,0.2,0.2,0.0,0.4,0.0
89,124,300,212,109,269,388,355,75,35,324,21,167,0.0,0.8,0.0,0.4,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0
90,343,13,328,378,249,185,110,356,318,84,69,240,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.8,0.4,0.4,0.0,0.0
91,303,369,291,265,234,80,227,149,53,231,277,220,0.8,0.6,0.0,0.2,0.0,0.2,0.4,0.0,0.0,0.6,0.0,0.0
92,39,328,221,53,360,322,335,393,344,8,235,355,0.4,0.0,0.0,0.8,0.0,0.4,0.6,0.0,0.0,0.0,0.2,0.0
93,140,174,391,85,129,164,189,89,68,381,169,245,0.0,0.6,0.0,0.2,0.0,0.4,0.0,0.0,0.2,0.0,0.8,0.6
94,345,119,380,374,228,232,109,123,60,12,157,180,0.2,0.4,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.2,0.8,0.4
95,57,253,60,143,136,245,361,214,46,142,52,320,0.8,0.0,0.2,0.6,0.6,0.2,0.0,0.4,0.2,0.0,0.0,0.0
96,77,102,236,316,37,230,195,227,386,167,193,137,0.4,0.4,0.2,0.0,0.8,0.0,0.0,0.2,0.6,0.0,0.0,0.0
97,397,243,296,254,346,229,145,148,62,314,247,51,0.2,0.0,0.2,0.8,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.6
98,215,341,27,89,154,220,49,335,309,76,180,177,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.4,0.0,0.0
99,18,326,371,86,59,169,332,143,239,29,267,362,0.2,0.4,0.2,0.2,0.0,0.6,0.2,0.0,0.8,0.4,0.0,0.0
100,103,92,87,332,113,50,263,140,96,63,368,277,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.0,0.4
101,47,91,178,258,18,174,346,46,379,116,68,189,0.2,0.4,0.0,0.2,0.4,0.8,0.4,0.2,0.0,0.0,0.0,0.0
102,143,36,333,1,211,88,359,72,233,319,390,78,0.6,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.2,0.0,0.4,0.8
103,259,302,244,92,137,3,212,331,399,99,265,236,0.0,0.0,0.4,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.2,0.6
104,202,337,70,11,41,199,126,102,182,189,296,340,0.6,0.0,0.0,0.0,0.4,0.2,0.0,0.4,0.8,0.0,0.2,0.0
105,335,74,77,178,22,317,26,118,88,50,372,65,0.8,0.0,0.4,0.0,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0.6
106,31,130,292,353,128,107,296,273,8,29,9,70,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6,0.2,0.0,0.4,0.0
107,347,343,22,346,10,207,293,282,0,43,355,189,0.4,0.0,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.8,0.0,0.0
108,289,140,248,374,324,104,121,57,334,232,227,361,0.0,0.0,0.8,0.0,0.4,0.0,0.0,0.2,0.4,0.0,0.6,0.2
109,222,59,229,76,125,283,252,350,206,398,63,20,0.4,0.8,0.0,0.4,0.0,0.2,0.0,0.4,0.0,0.0,0.2,0.0
110,280,104,49,285,269,363,372,344,54,303,15,29,0.8,0.0,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.4,0.4,0.0
111,114,13,187,388,288,229,11,135,349,249,338,257,0.0,0.8,0.2,0.0,0.4,0.0,0.2,0.0,0.0,0.2,0.6,0.6
112,399,180,190,50,45,370,142,124,326,56,317,259,0.4,0.2,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.0
113,308,16,96,73,163,335,300,141,76,101,149,42,0.0,0.0,0.2,0.2,0.4,0.4,0.0,0.2,0.2,0.0,0.4,0.8
114,173,322,122,300,252,396,228,191,317,146,69,281,0.0,0.4,0.2,0.0,0.0,0.4,0.4,0.2,0.2,0.8,0.0,0.0
115,39,130,23,121,103,34,89,73,320,272,317,398,0.4,0.2,0.0,0.0,0.8,0.2,0.0,0.4,0.0,0.4,0.0,0.0
116,305,128,340,267,50,155,70,247,53,148,331,121,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.4,0.0,0.0
117,26,331,44,369,241,249,278,34,90,56,106,399,0.0,0.4,0.0,0.0,0.0,0.8,0.4,0.2,0.0,0.4,0.2,0.2
118,249,344,329,236,297,194,172,10,299,259,255,348,0.2,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.8,0.6,0.6
119,119,29,132,105,160,275,170,18,300,104,4,150,0.0,0.2,0.2,0.4,0.2,0.4,0.0,1.0,0.2,0.4,0.0,0.2
120,139,85,378,160,6,27,116,58,170,190,308,251,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.8,0.2,0.0,0.6,0.0
121,158,144,180,133,139,119,330,334,301,73,360,232,0.0,0.0,0.8,0.4,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.0
122,292,265,57,181,92,264,174,370,123,377,227,97,0.0,0.4,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0,0.8,0.2
123,331,58,369,43,301,87,128,253,126,151,30,152,0.6,0.8,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2
124,319,97,51,111,83,104,236,58,168,79,342,216,0.0,0.0,0.4,0.0,0.0,0.6,0.4,0.8,0.0,0.2,0.0,0.0
125,115,31,195,21,7,224,116,29,30,150,118,177,0.0,0.2,0.0,0.0,0.4,0.6,0.4,0.8,0.0,0.2,0.0,0.2
126,326,195,183,74,204,141,73,239,8,247,345,254,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0
127,58,342,259,81,318,79,111,181,17,33,22,324,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.4,0.4,0.0,0.2,0.6
128,256,282,163,346,396,32,139,29,110,115,225,188,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4,0.8
129,272,43,233,325,288,29,172,353,13,44,378,261,0.0,0.6,0.8,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.2
130,102,297,323,232,130,354,42,86,382,308,13,178,0.0,0.2,0.0,0.0,0.4,0.0,0.4,1.0,0.0,0.4,0.0,0.2
132,308,202,301,64,234,102,35,365,255,19,57,55,0.4,0.8,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.2
133,116,2,53,80,219,255,323,240,199,352,189,45,0.6,0.0,0.0,0.0,0.4,0.8,0.0,0.4,0.2,0.0,0.0,0.0
134,285,353,82,288,6,172,261,320,180,219,208,251,0.2,0.4,0.8,0.0,0.0,0.4,0.4,0.2,0.2,0.2,0.0,0.2
135,324,354,7,391,107,83,8,41,124,20,293,202,0.0,0.0,0.4,0.2,0.8,0.0,0.0,0.6,0.0,0.4,0.2,0.2
136,257,205,168,376,357,155,61,375,346,299,143,163,0.6,0.2,0.0,0.0,0.0,0.4,0.2,0.8,0.2,0.0,0.4,0.0
138,337,145,370,270,228,214,273,134,117,88,7,356,0.4,0.6,0.0,0.0,0.0,0.8,0.0,0.2,0.4,0.2,0.2,0.0
139,146,392,140,263,299,91,168,87,314,364,311,215,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.4,0.2,0.0,0.0
140,107,396,180,112,144,109,296,128,160,153,165,221,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.8,0.0,0.4,0.4,0.2
141,223,129,277,354,82,6,140,145,166,55,44,170,0.0,0.0,0.2,0.0,0.4,0.2,0.2,0.4,0.0,0.8,0.4,0.2
142,136,93,62,262,137,229,164,397,187,317,199,384,0.2,0.6,0.2,0.0,0.8,0.0,0.0,0.4,0.2,0.4,0.2,0.2
143,79,94,147,293,122,355,323,371,20,382,284,233,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.8,0.0,0.4,0.4
144,341,8,218,14,134,150,63,121,94,330,29,143,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.4
145,380,303,88,277,79,371,52,28,227,338,141,27,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.2,0.8,0.4,0.2
146,76,54,214,150,329,165,133,50,274,137,227,338,0.4,0.0,0.6,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.6,0.2
147,359,94,61,89,145,240,76,195,156,66,296,57,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,1.0,0.4
148,127,52,209,371,96,1,339,315,37,281,190,70,0.8,0.2,0.0,0.4,0.4,0.0,0.2,0.0,0.4,0.0,0.2,0.0
149,54,20,196,300,29,265,301,172,139,156,295,187,0.4,0.8,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.6
150,304,141,276,298,226,171,315,366,205,254,310,193,0.4,0.4,0.0,0.2,0.4,0.8,0.2,0.0,0.2,0.0,0.2,0.0
151,66,215,262,371,108,366,182,353,229,160,181,161,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.8,0.0
152,214,6,282,347,170,311,93,348,346,189,254,315,0.2,0.4,0.6,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.4
153,386,192,291,288,310,358,251,65,347,308,118,367,0.0,0.0,0.2,0.0,0.4,0.4,0.2,0.2,0.8,0.2,0.0,0.4
154,388,189,336,183,104,139,369,80,110,224,51,30,0.4,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.4,0.0
155,211,378,167,40,362,117,255,305,310,325,265,146,0.0,0.2,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.4
156,327,237,254,177,173,205,184,27,6,358,128,51,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.4
157,389,257,104,231,43,5,203,324,268,153,135,129,0.0,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0
158,194,16,292,54,323,357,327,269,161,128,380,365,0.4,0.4,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.2,0.6,0.0
159,384,295,152,337,187,44,257,262,16,24,212,103,0.8,0.4,0.2,0.4,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.4
160,20,105,206,320,331,212,363,100,352,250,281,243,0.6,0.0,0.0,0.8,0.0,0.4,0.6,0.0,0.0,0.0,0.2,0.0
161,216,354,122,340,76,292,9,0,326,365,289,205,1.0,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.6
162,352,124,184,388,223,94,86,266,165,48,323,25,0.4,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.4,0.4,0.0,0.0
163,46,32,45,107,322,355,210,26,316,337,348,286,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.2,0.8,0.0
164,210,374,388,266,75,53,399,317,219,80,152,83,0.0,0.0,0.0,0.2,0.8,0.6,0.0,0.2,0.2,0.4,0.0,0.4
165,226,245,140,175,310,270,308,249,54,145,65,16,0.0,0.4,0.0,0.0,0.8,0.0,0.6,0.0,0.0,0.4,0.0,0.0
166,164,70,331,241,147,387,94,5,243,42,220,2,0.8,0.0,0.2,0.6,0.0,0.0,0.4,0.0,0.0,0.6,0.2,0.0
167,279,110,320,55,367,141,286,336,328,224,220,142,0.2,0.8,0.0,0.2,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.4
168,294,192,127,213,89,47,150,131,108,256,341,79,0.0,0.0,0.4,0.0,0.6,0.0,0.8,0.0,0.0,0.6,0.0,0.0
169,159,382,54,193,385,17,58,43,335,45,154,31,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.2,0.0,1.0,0.0
170,305,161,217,297,15,349,104,346,383,168,189,153,0.0,0.0,0.0,0.4,0.0,0.0,0.8,0.4,0.4,0.0,0.0,0.0
171,262,93,213,165,228,332,5,199,177,350,132,48,0.0,0.2,0.2,0.4,0.0,0.0,0.0,0.8,0.0,0.6,0.4,0.0
172,191,151,322,283,155,110,118,30,235,269,82,105,0.0,0.6,0.4,0.4,0.2,0.2,0.0,0.0,0.0,0.8,0.0,0.2
173,77,325,248,61,45,210,281,182,3,344,266,226,0.2,0.4,0.6,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
174,337,287,106,354,44,120,96,359,161,236,228,227,0.0,0.0,0.2,0.0,0.0,0.6,0.2,0.4,0.0,0.8,0.0,0.4
175,42,258,179,9,241,284,101,372,328,317,171,257,0.6,0.0,0.8,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.4,0.2
176,263,236,233,183,43,272,249,331,353,350,369,367,0.8,0.0,0.6,0.4,0.2,0.0,0.2,0.0,0.2,0.0,0.4,0.0
177,186,258,75,51,292,22,242,350,257,62,395,173,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.6,0.0,0.4
178,155,31,148,144,327,349,296,229,182,152,96,298,0.2,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.4,0.2,0.4,0.2
179,104,304,300,86,254,318,38,107,138,154,206,101,0.8,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.4,0.0,0.6
180,370,369,341,357,249,2,202,345,70,44,257,151,0.4,0.0,0.4,0.2,0.0,0.0,0.2,0.4,0.0,0.2,0.2,1.0
181,177,273,213,44,20,168,248,298,228,277,387,8,0.0,0.8,0.0,0.0,0.6,0.4,0.2,0.0,0.0,0.2,0.0,0.4
182,224,176,308,120,157,362,18,399,151,359,301,221,0.0,0.0,0.8,0.0,0.2,0.2,0.6,0.4,0.4,0.0,0.0,0.0
183,116,310,133,104,80,18,346,92,14,207,308,382,0.0,0.4,0.6,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0
184,186,305,35,309,122,322,230,258,62,244,91,264,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.8,0.2,0.0
185,186,165,50,327,81,269,11,16,267,61,144,345,0.2,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.4
186,321,227,308,218,277,281,237,382,23,386,371,355,0.0,0.0,0.2,0.0,0.4,0.4,0.0,0.0,0.0,0.8,0.0,0.6
187,73,119,175,36,121,55,255,248,109,205,25,174,0.4,0.4,0.0,0.2,0.0,0.2,0.2,0.2,1.0,0.6,0.0,0.0
188,110,58,229,208,115,104,393,248,308,41,358,370,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6,0.8,0.0
189,239,344,16,382,267,51,93,291,246,290,18,137,0.0,0.0,0.8,0.0,0.2,0.4,0.4,0.0,0.0,0.4,0.0,0.0
