context_id,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_9,candidate_10,candidate_11,candidate_12,candidate_1_scores,candidate_2_scores,candidate_3_scores,candidate_4_scores,candidate_5_scores,candidate_6_scores,candidate_7_scores,candidate_8_scores,candidate_9_scores,candidate_10_scores,candidate_11_scores,candidate_12_scores
76,328,185,98,235,279,231,250,368,376,385,302,93,0.6,0.4,0.2,0.6,0.4,0.2,0.2,0.0,0.8,0.0,0.0,0.4
77,309,5,307,273,148,96,262,305,390,114,246,289,0.6,0.0,0.0,0.2,0.4,0.8,0.2,0.6,0.0,0.2,0.4,0.4
78,341,272,108,159,40,344,339,128,184,315,158,262,0.0,0.6,0.4,0.4,0.2,0.0,0.4,0.6,0.0,0.2,0.8,0.2
79,390,244,210,8,49,39,199,31,72,185,354,329,0.0,0.4,0.4,0.2,0.0,0.8,0.6,0.4,0.0,0.2,0.2,0.4
80,125,24,193,153,322,340,330,273,256,288,27,382,0.0,0.2,0.2,0.4,0.2,0.4,0.0,0.4,0.8,0.6,0.2,0.4
81,114,341,225,308,300,60,174,222,26,149,147,333,0.2,0.6,0.2,0.4,0.4,0.2,0.0,0.8,0.4,0.4,0.2,0.2
82,154,234,379,186,263,84,74,171,28,99,381,235,0.2,0.0,0.4,0.2,0.8,0.4,0.4,0.4,0.2,0.2,0.4,0.2
83,163,33,386,139,192,94,107,2,23,351,374,83,0.4,0.2,0.6,0.6,0.2,0.2,0.2,0.0,0.2,0.4,0.6,0.8
84,178,239,294,317,324,305,345,241,81,366,158,19,0.4,0.6,0.0,0.8,0.0,0.4,0.2,0.2,0.2,0.6,0.2,0.4
85,203,258,227,370,183,83,356,353,283,121,103,61,0.0,0.0,0.2,0.4,0.4,0.4,0.2,0.0,0.8,0.2,0.4,0.4
86,223,337,374,310,115,227,327,281,377,284,354,199,0.2,0.0,0.4,0.6,0.0,0.2,0.2,0.4,0.8,0.4,0.2,0.4
87,198,159,71,245,51,398,264,30,290,149,355,44,0.8,0.2,0.2,0.2,0.6,0.2,0.2,0.4,0.4,0.2,0.6,0.6
88,7,105,196,109,126,387,314,338,169,284,52,266,0.4,0.2,0.8,0.4,0.2,0.6,0.0,0.2,0.6,0.0,0.4,0.2
89,166,3,49,228,387,186,10,393,296,359,263,346,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.4,0.2,0.8
90,64,248,242,385,105,324,71,37,102,140,282,57,0.2,0.2,0.0,0.4,0.0,0.2,0.6,0.0,0.4,0.8,0.4,0.6
91,130,361,246,331,108,211,318,341,328,125,267,99,0.4,0.2,0.2,0.8,0.6,0.6,0.2,0.2,0.4,0.4,0.2,0.0
92,277,368,191,375,311,232,35,97,38,110,379,329,0.2,0.0,0.8,0.4,0.2,0.4,0.4,0.0,0.4,0.2,0.0,0.4
93,68,257,28,100,12,142,291,169,212,299,239,287,0.2,0.2,0.4,0.2,0.2,0.4,0.6,0.8,0.4,0.2,0.2,0.6
94,20,266,310,77,243,93,332,379,157,158,383,242,0.2,0.4,0.0,0.2,0.2,0.6,0.2,0.0,0.8,0.4,0.4,0.6
95,30,363,168,178,101,150,288,220,91,142,141,191,0.4,0.2,0.0,0.2,0.0,0.0,0.6,0.2,0.8,0.6,0.4,0.4
96,343,90,386,32,211,131,157,66,102,176,75,62,0.2,0.4,0.6,0.0,0.0,0.2,0.6,0.2,0.4,0.2,0.8,0.6
97,153,326,162,333,399,259,223,94,367,194,156,286,0.0,0.4,0.6,0.2,0.4,0.2,0.2,0.8,0.0,0.2,0.4,0.6
98,18,342,372,189,223,200,308,100,298,397,268,163,0.8,0.0,0.4,0.4,0.4,0.6,0.2,0.2,0.0,0.0,0.4,0.2
99,292,144,239,33,311,62,390,333,28,271,276,365,0.0,0.2,0.8,0.2,0.6,0.6,0.2,0.6,0.0,0.0,0.4,0.6
100,39,180,310,120,56,268,260,158,70,199,110,30,0.6,0.2,0.6,0.4,0.6,0.4,0.0,0.0,0.8,0.2,0.0,0.0
101,349,196,392,148,347,315,232,299,157,214,166,355,0.6,0.4,0.8,0.2,0.2,0.4,0.6,0.2,0.0,0.2,0.2,0.4
102,249,43,186,21,7,331,143,317,300,254,298,264,0.2,0.4,0.0,0.0,1.0,0.4,0.6,0.0,0.4,0.2,0.2,0.4
103,386,268,7,95,57,185,253,370,380,350,289,160,0.2,0.4,0.2,0.6,0.2,0.4,0.2,0.4,0.0,0.2,0.4,0.8
104,376,18,56,178,261,244,126,107,134,377,235,72,0.2,0.4,0.2,0.4,0.6,0.8,0.4,0.2,0.2,0.0,0.2,0.4
105,376,368,61,26,362,246,378,335,90,346,143,351,0.2,0.2,0.6,0.2,0.6,0.0,0.4,0.8,0.4,0.2,0.0,0.4
106,49,266,316,264,346,96,255,333,277,196,155,140,0.2,0.2,0.6,0.4,0.0,0.4,0.2,0.8,0.2,0.4,0.2,0.4
107,75,28,207,306,81,396,156,347,372,264,130,199,0.2,0.6,0.0,0.4,0.0,0.2,0.8,0.4,0.6,0.4,0.2,0.2
108,31,120,265,5,11,274,294,176,170,166,236,107,0.2,0.6,0.4,0.6,0.2,0.4,0.0,0.4,0.8,0.0,0.2,0.2
109,205,279,72,102,176,35,316,213,373,85,295,361,0.6,0.4,0.4,0.0,0.0,0.8,0.2,0.0,0.2,0.6,0.4,0.2
110,30,380,301,167,223,215,243,96,289,155,280,16,0.6,0.4,0.6,0.0,0.0,0.2,0.4,0.0,0.2,0.2,0.8,0.4
111,154,332,235,250,226,269,215,328,255,19,185,70,0.4,0.2,0.4,0.0,0.8,0.2,0.4,0.0,0.2,0.0,0.4,0.6
112,18,356,305,104,269,110,167,176,71,343,326,392,0.4,0.2,0.2,0.4,0.4,0.2,0.0,0.0,0.6,0.4,1.0,0.2
113,272,250,358,389,3,362,47,195,349,219,106,57,0.6,0.0,0.0,0.4,0.2,0.8,0.6,0.4,0.2,0.2,0.2,0.6
114,339,351,166,158,176,49,54,101,305,280,94,338,0.8,0.0,0.6,0.2,0.4,0.4,0.2,0.2,0.4,0.6,0.0,0.2
115,382,109,175,10,393,330,234,88,356,208,95,190,0.8,0.4,0.0,0.0,0.0,0.4,0.4,0.2,0.2,0.4,0.6,0.0
116,145,289,377,112,340,295,166,199,237,66,143,313,0.8,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.4,0.4,0.2,0.6
117,60,190,194,288,238,251,395,242,64,74,22,13,0.0,0.0,0.4,0.2,0.4,0.4,0.8,0.4,0.2,0.4,0.0,0.2
118,81,4,146,383,322,363,279,386,9,193,139,173,0.0,0.4,0.4,0.4,0.0,0.0,0.8,0.6,0.0,0.2,0.0,0.4
119,245,41,24,247,276,209,234,390,107,356,223,43,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.4,0.4,0.4,0.2,0.8
120,302,232,320,59,285,184,247,331,273,180,268,261,0.4,0.4,0.4,0.0,0.2,0.4,0.0,0.8,0.2,0.2,0.4,0.2
121,163,282,306,233,325,355,10,386,243,117,274,54,0.2,0.4,0.4,0.8,0.2,0.0,0.2,0.2,0.4,0.6,0.2,0.6
122,76,387,286,398,307,140,94,148,328,227,231,380,0.4,0.2,0.2,0.4,0.2,0.0,0.4,0.4,0.2,0.8,0.2,0.4
123,78,53,144,111,183,57,292,154,8,280,299,124,0.8,0.4,0.4,0.0,0.2,0.2,0.6,0.0,0.0,0.4,0.4,0.2
124,283,58,197,154,222,231,297,43,163,173,385,16,0.4,0.8,0.0,0.4,0.4,0.2,0.2,0.4,0.2,0.0,0.4,0.0
125,291,355,324,1,292,48,234,169,175,226,154,71,0.2,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.4,0.2,0.8
126,0,362,5,213,392,69,357,144,279,19,162,31,0.2,0.6,0.4,0.0,0.2,0.2,0.2,0.4,0.4,0.8,0.0,0.4
127,354,345,319,205,272,201,82,66,368,184,316,13,0.8,0.2,0.4,0.2,0.0,0.6,0.2,0.2,0.0,0.6,0.4,0.4
128,155,116,147,342,379,296,158,101,309,174,121,380,0.4,0.4,0.2,0.4,0.2,0.2,0.4,0.2,0.8,0.0,0.6,0.2
129,287,218,392,187,255,11,153,98,292,352,185,233,0.0,0.2,0.2,0.4,0.2,0.4,0.0,0.4,0.0,0.4,0.4,0.8
130,218,344,339,231,149,336,350,343,289,142,20,131,0.8,0.4,0.4,0.0,0.2,0.2,0.6,0.6,0.0,0.2,0.2,0.6
131,236,128,19,73,155,302,86,108,37,27,229,197,0.8,0.0,0.4,0.2,0.4,0.2,0.4,0.2,0.4,0.4,0.2,0.2
132,249,270,395,204,263,389,357,365,282,102,314,255,0.2,0.4,0.4,0.0,0.4,0.4,0.8,0.2,0.2,0.6,0.0,0.2
133,1,384,273,173,225,154,211,44,316,165,333,361,0.2,0.2,0.4,0.4,0.4,0.2,0.4,0.4,0.2,0.8,0.0,0.0
134,175,280,385,234,111,78,391,330,39,116,261,367,0.4,0.6,0.0,0.2,0.8,0.2,0.2,0.4,0.2,0.4,0.4,0.0
135,202,236,39,165,20,47,324,12,299,290,312,254,0.2,0.4,0.2,0.4,0.4,0.4,0.0,0.2,0.8,0.6,0.0,0.2
136,59,396,248,329,216,303,348,88,191,222,123,157,0.2,0.8,0.4,0.6,0.6,0.4,0.4,0.0,0.2,0.2,0.2,0.0
137,76,255,265,263,83,326,101,254,268,20,108,43,0.0,0.4,0.4,0.2,0.0,0.2,0.4,0.0,0.4,0.6,1.0,0.0
138,291,374,32,199,389,96,330,360,266,254,3,167,0.4,0.6,0.2,0.6,0.4,0.4,0.2,0.8,0.0,0.2,0.0,0.0
139,97,104,308,137,2,203,280,325,367,109,53,103,0.2,0.2,0.4,0.4,0.8,0.2,0.2,0.4,0.2,0.0,0.6,0.4
140,300,317,390,394,243,335,367,187,206,235,64,268,0.2,0.2,0.2,0.4,0.8,0.4,0.4,0.4,0.0,0.0,0.4,0.2
141,359,236,38,24,181,395,327,297,76,377,376,54,0.2,0.4,0.0,0.6,0.8,0.6,0.2,0.2,0.0,0.4,0.4,0.2
142,265,391,143,59,10,92,357,137,47,392,344,255,0.4,0.2,0.2,0.4,0.4,0.4,0.2,0.8,0.0,0.0,0.0,0.4
143,239,206,334,20,88,172,42,35,6,199,7,155,0.2,0.4,0.4,0.8,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.4
144,305,2,177,80,252,55,281,27,275,195,90,188,0.6,0.2,0.6,0.2,0.8,0.4,0.2,0.2,0.2,0.2,0.6,0.4
145,321,267,144,210,105,203,337,166,326,366,251,149,0.0,0.4,0.8,0.4,0.4,0.4,0.4,0.0,0.2,0.0,0.2,0.2
146,386,111,369,119,297,165,192,294,236,305,168,383,0.0,0.2,0.4,0.2,0.4,0.8,0.0,0.4,0.4,0.2,0.4,0.2
147,296,374,325,67,91,288,316,35,76,124,15,56,1.0,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.6,0.4,0.4,0.0
148,116,334,173,99,195,366,299,346,143,141,15,41,0.2,0.4,1.0,0.4,0.6,0.2,0.4,0.2,0.4,0.2,0.2,0.2
149,139,96,326,37,69,45,325,211,147,290,309,244,0.6,0.4,0.8,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.2
150,184,78,221,362,110,285,356,38,316,101,359,117,0.4,0.0,0.4,0.0,0.4,1.0,0.4,0.0,0.4,0.0,0.0,0.2
151,329,147,21,40,188,350,393,197,278,289,17,30,1.0,0.2,0.2,0.4,0.2,0.6,0.2,0.2,0.6,0.0,0.4,0.4
152,198,171,303,115,225,71,58,282,360,43,148,55,0.4,0.0,0.4,0.8,0.0,0.2,0.2,0.6,0.0,0.2,0.4,0.4
153,78,95,196,113,124,324,162,31,281,118,168,80,0.4,0.2,0.0,0.0,0.2,0.4,0.4,0.4,0.8,0.0,0.0,0.4
154,305,196,85,55,264,317,232,3,212,56,121,123,0.4,0.6,0.2,0.4,0.2,0.0,0.2,0.4,0.4,0.8,0.0,0.0
155,90,264,371,105,250,127,324,121,282,338,265,13,0.2,0.4,0.0,0.6,0.2,0.4,0.6,0.4,0.2,0.8,0.0,0.2
156,249,37,355,283,38,223,153,370,74,8,298,72,0.2,0.2,0.4,0.8,0.4,0.4,0.0,0.2,0.2,0.2,0.4,0.4
157,248,7,58,98,176,70,246,319,234,344,334,282,0.4,0.2,0.4,0.2,0.8,0.6,0.2,0.0,0.4,0.4,0.2,0.2
158,230,170,29,283,340,94,186,71,120,136,326,346,0.2,0.0,0.6,0.6,0.4,0.0,0.0,0.2,0.4,0.4,0.8,0.0
159,251,189,26,377,20,351,163,106,264,179,259,317,0.2,0.4,0.2,0.8,0.4,0.4,0.2,0.4,0.2,0.2,0.6,0.0
160,150,95,178,292,61,77,47,260,141,48,42,320,0.6,0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.2,0.4,0.6,0.8
161,151,75,173,57,176,37,141,158,14,188,313,82,0.4,0.2,0.4,0.4,0.2,0.2,0.8,0.2,0.4,0.2,0.4,0.2
162,197,92,337,0,398,383,385,145,113,215,25,72,0.0,0.2,0.4,0.2,0.2,0.4,0.0,0.6,0.4,0.8,0.4,0.2
163,137,154,399,327,27,243,375,323,251,43,328,293,0.6,0.2,0.0,0.4,0.8,0.2,0.4,0.2,0.6,0.4,0.2,0.2
164,61,99,307,269,75,188,81,279,229,326,210,10,0.4,0.6,0.4,0.0,0.8,0.4,0.0,0.4,0.2,0.2,0.2,0.2
165,385,322,258,60,79,378,357,0,11,173,14,40,0.4,0.2,0.2,0.2,0.2,0.4,1.0,0.4,0.6,0.2,0.2,0.4
166,35,170,199,308,61,186,187,110,28,12,212,353,0.0,0.2,0.4,0.4,0.4,0.4,0.2,0.8,0.2,0.0,0.2,0.6
167,144,121,290,305,98,322,266,262,177,45,70,91,0.2,0.8,0.4,0.4,0.0,0.6,0.4,0.0,0.2,0.2,0.4,0.2
168,106,155,300,200,345,240,355,129,94,42,11,239,0.4,0.2,0.0,0.6,0.2,0.2,0.4,0.8,0.2,0.0,0.6,0.4
169,373,333,304,345,161,179,224,157,365,105,131,218,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.8,0.6,0.0
170,278,369,286,68,285,310,223,176,288,104,17,122,0.2,0.4,0.2,0.4,0.6,0.2,0.0,0.2,0.0,0.8,0.4,0.6
171,199,365,121,297,8,180,162,355,393,110,315,52,0.8,0.4,0.2,0.6,0.0,0.0,0.4,0.4,0.0,0.4,0.2,0.2
172,377,270,156,89,145,348,322,345,10,242,154,139,0.2,0.0,0.2,0.4,0.2,0.4,0.4,0.4,0.8,0.2,0.0,0.4
173,162,90,222,318,103,261,310,18,326,313,323,168,0.2,0.4,0.2,0.2,0.4,0.4,0.4,0.6,0.8,0.2,0.2,0.2
174,165,395,185,20,278,133,193,349,204,382,266,272,0.0,1.0,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.6,0.2
175,151,182,331,112,392,199,63,133,363,49,137,210,0.0,0.4,0.6,0.4,0.0,0.0,0.0,0.4,0.2,0.4,0.0,1.0
176,73,164,167,310,169,273,326,317,241,225,318,271,0.2,0.8,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.4,0.2,0.4
177,113,280,358,233,76,360,258,368,221,155,31,126,0.0,0.4,0.6,0.4,0.2,0.6,0.8,0.2,0.4,0.2,0.2,0.2
178,287,382,296,108,100,51,218,86,2,11,35,314,0.0,0.4,0.8,0.2,0.4,0.2,0.0,0.2,0.4,0.0,0.4,0.4
179,161,253,363,104,213,189,13,3,330,236,377,111,0.2,0.4,0.4,0.8,0.0,0.2,0.4,0.2,0.4,0.4,0.0,0.2
180,52,140,5,330,217,82,39,343,195,105,51,78,0.2,0.8,0.4,0.0,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.6
181,117,261,218,361,84,68,379,83,96,101,394,243,0.4,0.8,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.4,0.2,0.4
182,192,51,373,229,346,65,139,46,4,196,281,130,0.6,0.2,0.0,0.2,0.2,0.4,0.8,0.4,0.2,0.4,0.4,0.2
183,225,62,184,317,379,39,138,339,49,218,241,268,0.2,0.4,0.4,0.4,0.2,0.0,0.0,0.4,0.8,0.0,0.4,0.2
184,220,262,21,171,107,267,313,18,155,158,99,326,0.4,0.2,0.4,0.4,0.0,0.8,0.4,0.4,0.2,0.0,0.2,0.2
