context_id,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5,candidate_6,candidate_7,candidate_8,candidate_1_scores,candidate_2_scores,candidate_3_scores,candidate_4_scores,candidate_5_scores,candidate_6_scores,candidate_7_scores,candidate_8_scores
59,53,134,313,197,13,170,341,32,0.4,0.0,0.2,0.0,0.6,0.8,0.4,0.2
60,79,152,320,46,294,189,108,188,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.8
61,282,285,309,299,179,261,198,300,0.2,0.6,0.8,0.0,0.4,0.4,0.0,0.0
62,92,299,30,256,111,133,15,285,0.4,0.4,0.2,1.0,0.4,0.2,0.2,0.2
63,333,11,10,185,289,68,227,18,0.4,0.6,0.4,0.2,0.2,0.2,0.0,0.8
64,5,48,128,18,383,281,228,188,0.2,0.6,0.2,0.8,0.6,0.2,0.4,0.2
65,345,243,351,124,6,204,213,57,0.4,0.2,0.0,0.4,0.4,0.0,0.2,0.8
66,180,212,328,98,39,144,23,335,0.4,0.8,0.2,0.4,0.6,0.2,0.2,0.2
67,247,373,220,80,204,280,28,20,0.2,0.2,0.2,0.4,0.4,0.4,0.2,0.8
68,393,311,277,99,13,219,397,175,0.4,0.8,0.2,0.2,0.4,0.4,0.2,0.0
69,137,340,65,322,212,293,7,202,0.2,0.2,0.4,0.2,0.8,0.4,0.6,0.0
70,51,55,103,278,179,324,117,250,0.4,0.2,0.2,0.4,0.4,1.0,0.2,0.0
71,170,80,244,277,223,264,364,231,0.2,0.2,0.2,0.2,0.8,0.4,0.4,0.6
72,5,308,39,12,229,315,266,51,0.4,0.2,0.6,0.2,0.4,0.2,0.2,1.0
73,260,137,247,338,348,237,194,325,0.0,0.4,0.2,0.8,0.2,0.2,0.4,0.4
74,320,240,253,196,123,384,378,43,0.8,0.2,0.2,0.4,0.4,0.2,0.4,0.2
75,195,248,181,259,371,197,153,352,0.8,0.0,0.2,0.4,0.4,0.0,0.4,0.0
76,24,131,374,47,91,287,33,378,0.6,0.4,0.2,0.2,0.4,0.2,0.8,0.2
77,187,70,223,270,112,148,153,171,0.0,0.0,0.4,0.0,0.0,0.4,0.8,0.4
78,144,109,274,298,80,158,73,347,0.4,0.2,0.4,0.2,0.2,0.8,0.0,0.4
79,251,61,205,347,156,44,143,223,0.0,0.6,0.2,0.4,0.8,0.2,0.4,0.2
80,217,60,227,63,304,305,184,301,0.2,0.4,0.4,0.4,0.0,0.8,0.0,0.2
81,343,206,335,108,65,105,341,360,0.2,0.0,0.4,0.4,0.2,0.0,0.6,0.8
82,18,131,243,174,352,235,20,13,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0.8
83,78,294,46,364,141,212,43,119,0.4,0.0,0.2,0.4,0.8,0.2,0.2,0.4
84,361,98,3,353,74,362,366,346,0.0,0.8,0.2,0.6,0.4,0.2,0.6,0.2
85,201,79,348,299,208,377,261,284,0.8,0.4,0.2,0.6,0.6,0.2,0.2,0.2
86,309,344,25,276,98,306,76,14,0.4,0.2,0.2,0.4,0.2,0.8,0.4,0.2
87,291,157,354,86,243,154,346,38,0.4,0.4,0.2,0.4,0.0,0.8,0.2,0.2
88,107,245,298,102,139,311,95,286,0.4,0.2,0.6,0.4,0.2,0.2,0.8,0.2
89,169,2,4,98,315,371,95,300,0.4,0.2,0.2,0.4,0.2,0.2,0.4,0.8
90,197,398,125,311,12,371,67,272,0.0,0.2,0.0,0.2,0.4,0.4,0.4,0.8
91,194,361,53,230,187,66,378,317,0.2,0.2,0.2,0.8,0.4,0.6,0.4,0.0
92,261,345,335,5,338,53,107,320,0.2,0.2,0.6,0.6,0.0,0.8,0.4,0.2
93,208,240,347,222,104,235,308,223,0.2,0.0,0.4,0.2,0.8,0.6,0.4,0.0
94,157,43,73,88,70,225,83,154,0.8,0.2,0.4,0.0,0.2,0.2,0.4,0.4
95,105,318,369,284,32,124,390,250,0.4,0.4,1.0,0.0,0.4,0.0,0.0,0.2
96,323,372,299,399,65,339,170,100,0.2,0.4,0.4,0.2,0.2,0.2,0.8,0.4
97,359,181,353,357,67,329,229,373,0.6,0.2,0.2,0.4,0.8,0.2,0.2,0.6
98,95,46,208,103,70,55,151,236,0.2,0.8,0.4,0.2,0.0,0.4,0.2,0.4
99,328,289,23,30,303,96,376,6,0.4,0.0,0.0,0.2,0.4,0.2,0.8,0.4
100,343,218,199,309,212,234,231,397,0.4,0.4,0.2,0.6,0.0,0.0,0.8,0.2
101,6,2,392,101,214,290,180,397,0.2,0.4,0.8,0.4,0.2,0.6,0.2,0.0
102,232,58,397,26,155,201,7,101,0.6,0.2,0.4,0.2,0.2,0.4,1.0,0.2
103,351,185,388,218,319,54,217,166,0.4,0.4,0.2,0.2,0.2,0.8,0.2,0.6
104,53,178,229,145,354,139,373,301,0.2,0.4,0.2,0.2,0.0,0.4,0.8,0.4
105,369,317,395,59,320,243,335,61,0.0,0.4,0.2,0.2,0.2,0.6,0.8,0.6
106,94,59,93,162,128,353,76,136,0.2,0.8,0.2,0.6,0.4,0.2,0.0,0.4
107,185,219,346,128,130,43,157,303,0.2,0.2,0.4,0.2,0.2,0.8,0.6,0.4
108,167,368,156,50,151,111,325,273,0.2,0.6,0.0,0.6,0.6,0.2,0.8,0.0
109,278,81,382,308,154,138,181,231,0.0,0.4,0.4,0.2,0.2,0.4,0.2,0.8
110,77,157,325,279,3,170,92,194,0.4,0.2,0.2,0.4,0.0,1.0,0.6,0.0
111,226,289,37,250,146,27,394,90,0.8,0.4,0.6,0.0,0.0,0.0,0.4,0.2
112,22,46,93,188,217,338,165,234,0.6,0.4,0.8,0.2,0.0,0.6,0.2,0.2
113,101,388,195,183,27,95,42,29,0.2,0.2,0.4,0.2,0.4,0.2,0.8,0.4
114,62,1,151,380,241,373,196,332,0.2,0.2,0.6,0.2,0.0,0.8,0.4,0.4
115,393,366,212,342,156,71,380,164,0.0,0.0,0.6,0.8,0.6,0.2,0.0,0.4
116,391,38,206,290,136,359,337,255,0.6,0.2,0.2,0.4,0.2,0.8,0.2,0.4
117,277,360,90,206,105,234,204,384,0.0,0.8,0.0,0.4,0.6,0.4,0.2,0.0
118,124,380,172,166,95,345,37,279,0.4,0.0,0.4,0.0,0.0,0.2,0.6,0.8
119,239,237,94,227,12,244,326,221,0.2,0.2,0.4,0.4,0.4,0.8,0.0,0.2
120,38,275,290,320,58,188,46,297,0.2,0.4,0.4,0.4,0.8,0.0,0.2,0.0
121,11,375,141,76,178,332,196,219,0.2,0.8,0.6,0.2,0.2,0.4,0.2,0.4
122,25,281,51,396,385,275,32,337,0.4,0.4,0.2,0.4,0.0,0.0,0.8,0.0
123,171,379,181,177,58,211,368,196,0.2,0.4,0.4,0.2,0.8,0.4,0.2,0.2
124,278,377,31,335,19,34,217,108,0.2,0.2,0.6,0.4,0.4,0.8,0.2,0.0
125,339,118,224,88,239,377,132,120,0.0,0.2,0.6,0.2,0.8,0.6,0.2,0.4
126,326,123,131,260,40,286,101,385,0.8,0.2,0.2,0.4,0.4,0.2,0.0,0.4
127,98,297,151,290,267,274,336,124,0.4,0.2,0.6,0.4,0.2,0.8,0.2,0.2
128,393,276,153,309,254,151,172,93,0.0,0.0,0.4,0.8,0.2,0.6,0.4,0.2
129,233,24,164,325,213,123,16,22,0.8,0.2,0.2,0.4,0.4,0.4,0.0,0.0
130,82,257,342,205,71,341,287,107,0.0,0.0,0.0,0.2,0.4,0.8,0.4,0.4
131,72,132,236,273,160,162,121,266,0.2,0.4,0.8,0.2,0.4,0.6,0.2,0.0
132,334,30,55,113,313,294,74,357,0.0,0.4,0.2,0.0,0.4,0.0,0.4,0.8
133,165,75,243,348,339,26,195,38,0.8,0.2,0.6,0.4,0.2,0.0,0.0,0.4
134,104,183,59,327,101,55,133,362,0.2,0.6,0.2,0.4,0.8,0.2,0.2,0.6
135,234,229,108,87,305,79,263,77,0.0,0.2,0.4,0.0,0.6,0.2,0.4,0.8
136,52,398,288,264,110,378,72,375,0.4,0.4,0.0,0.2,0.4,0.2,0.2,0.8
137,286,60,218,66,233,108,388,116,0.4,0.4,0.0,0.0,0.2,1.0,0.0,0.4
138,201,333,108,11,17,335,281,214,0.2,0.0,0.4,0.0,0.4,0.6,0.0,0.8
139,80,362,397,313,136,161,371,41,0.4,0.4,0.0,0.8,0.2,0.2,0.6,0.2
140,125,296,283,259,44,375,6,239,0.4,0.2,0.4,0.4,0.2,0.0,0.2,0.8
141,367,181,271,251,384,113,309,108,0.0,0.8,0.2,0.4,0.2,0.4,0.4,0.2
142,151,76,101,227,84,137,265,385,0.4,0.6,0.0,0.2,0.2,0.8,0.4,0.0
143,149,272,56,106,152,40,399,99,0.4,0.0,0.4,0.4,0.2,0.0,0.8,0.2
144,65,330,62,351,193,115,11,376,0.0,0.8,0.4,0.2,0.4,0.2,0.0,0.4
145,226,160,304,394,224,396,178,135,0.2,0.2,0.2,0.4,0.8,0.4,0.0,0.6
146,399,143,176,375,0,6,165,354,0.2,0.2,0.0,0.4,0.6,0.4,0.8,0.0
147,387,295,398,242,327,87,167,69,0.2,0.0,0.4,0.2,0.4,0.8,0.4,0.2
148,189,99,127,279,195,289,322,219,0.2,0.4,0.8,0.4,0.6,0.2,0.0,0.0
149,339,237,200,146,19,346,344,209,0.0,0.2,0.4,0.4,0.8,0.4,0.0,0.0
150,133,160,306,59,315,189,273,58,0.4,0.4,0.8,0.2,0.2,0.0,0.4,0.2
151,226,197,242,114,38,370,390,46,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0.8
152,216,150,34,242,71,306,298,264,0.2,0.4,0.2,0.0,0.2,0.4,0.8,0.6
153,220,340,89,119,367,69,104,90,0.0,0.4,0.2,0.8,0.4,0.2,0.6,0.2
154,30,333,377,80,67,95,361,56,0.4,0.2,0.2,0.4,0.4,0.0,0.0,0.8
155,116,336,156,244,344,57,148,359,0.4,0.4,0.0,0.2,0.0,0.0,0.6,1.0
156,193,60,354,392,124,53,326,201,0.2,0.2,0.4,0.4,0.4,0.2,0.2,0.8
157,327,143,80,214,375,153,348,278,0.2,0.2,0.4,0.2,0.8,0.6,0.2,0.4
158,244,182,54,314,119,298,42,51,0.2,0.2,0.8,0.4,0.0,0.4,0.2,0.4
159,166,67,153,203,377,61,163,91,0.2,0.4,0.6,0.4,0.8,0.2,0.2,0.2
160,56,141,347,215,157,256,18,340,0.2,0.2,0.4,0.2,0.2,0.4,0.4,0.8
161,366,141,165,110,85,233,160,47,0.6,0.8,0.2,0.2,0.6,0.2,0.6,0.2
162,218,188,334,107,254,194,215,48,0.2,0.0,0.0,0.2,0.4,0.4,0.8,0.4
163,225,23,116,117,306,268,302,238,0.2,0.2,0.4,0.0,0.8,0.2,0.4,0.6
164,99,283,233,353,228,323,340,384,0.6,0.4,0.4,0.2,0.2,0.2,0.2,0.8
165,242,120,312,89,74,136,11,317,0.0,0.4,0.6,0.8,0.2,0.2,0.6,0.0
166,263,240,376,277,178,44,28,314,0.4,0.8,0.0,0.4,0.4,0.2,0.2,0.2
167,304,160,88,7,367,102,255,212,0.0,0.0,0.4,0.4,0.4,0.8,0.2,0.2
168,169,297,12,304,99,241,15,363,0.2,0.4,0.4,0.8,0.0,0.0,0.4,0.2
169,144,352,54,262,351,66,340,215,0.0,0.2,0.4,0.2,0.4,0.4,0.0,0.8
170,325,299,50,20,150,372,361,233,0.4,0.2,0.4,0.8,0.0,0.6,0.2,0.0
171,82,216,173,38,356,91,269,151,0.8,0.4,0.2,0.4,0.2,0.0,0.2,0.4
172,94,339,275,356,57,189,282,79,0.2,0.2,0.4,0.2,0.8,0.2,0.4,0.4
173,394,200,138,225,101,2,235,387,0.4,0.2,0.8,0.6,0.0,0.4,0.2,0.2
174,377,363,236,167,156,385,66,263,0.2,0.6,0.8,0.0,0.2,0.4,0.2,0.6
175,144,26,129,244,367,331,196,122,0.2,0.8,0.4,0.4,0.2,0.6,0.2,0.2
176,26,84,127,334,65,216,39,121,0.0,0.8,0.6,0.2,0.4,0.4,0.0,0.0
177,360,71,190,258,244,168,31,348,0.6,0.4,0.2,0.8,0.4,0.2,0.2,0.2
178,26,112,72,365,292,10,296,129,0.2,0.4,0.4,0.2,0.2,0.4,0.8,0.0
179,36,234,267,104,259,29,229,312,0.0,0.6,0.2,0.8,0.6,0.0,0.0,0.4
180,150,48,291,339,279,256,198,161,0.4,0.2,0.4,0.8,0.4,0.2,0.2,0.0
181,265,142,164,72,124,399,56,189,0.2,0.4,0.4,0.0,0.8,0.2,0.4,0.0
182,185,344,362,198,8,339,123,313,0.8,0.4,0.2,0.2,0.0,0.4,0.2,0.4
183,397,62,214,369,277,376,129,208,0.8,0.4,0.2,0.2,0.2,0.4,0.2,0.4
184,260,18,22,61,342,198,360,86,0.0,0.4,0.2,0.4,0.8,0.4,0.2,0.2
185,382,67,334,31,191,79,167,104,0.2,0.8,0.4,0.2,0.2,0.4,0.4,0.2
186,62,318,96,41,275,389,107,52,0.4,0.2,0.4,0.2,0.0,0.2,0.8,0.4
187,142,145,39,96,223,331,163,102,0.4,0.2,0.0,0.6,0.4,0.0,0.0,0.8
188,299,181,180,261,206,78,133,252,0.4,0.2,0.4,0.0,0.2,0.2,0.8,0.4
189,369,180,267,398,17,341,304,8,0.0,0.0,0.2,0.4,0.8,0.4,0.4,0.2
190,252,226,130,239,146,134,49,298,0.4,0.4,0.8,0.2,0.2,0.6,0.2,0.2
191,141,24,70,36,246,334,198,260,0.4,0.2,0.2,0.6,0.2,0.8,0.0,0.4
192,104,351,129,172,269,213,43,82,0.6,0.4,1.0,0.2,0.4,0.0,0.0,0.2
193,93,41,328,345,113,261,258,392,0.8,0.2,0.0,0.6,0.6,0.0,0.4,0.2
194,398,57,187,172,30,134,345,69,0.6,0.0,0.4,0.0,0.0,0.8,0.4,0.0
195,127,279,124,335,50,243,171,266,0.4,0.0,0.6,0.2,0.8,0.2,0.2,0.6
196,38,7,299,214,334,64,121,377,0.8,0.4,0.2,0.2,0.0,0.4,0.0,0.6
197,301,333,95,274,147,375,361,185,0.2,0.2,0.8,0.6,0.4,0.0,0.4,0.0
198,89,106,229,113,43,177,32,45,0.2,0.4,0.8,0.2,0.2,0.6,0.2,0.4
199,79,50,158,1,204,287,5,87,0.2,0.8,0.4,0.2,0.4,0.0,0.2,0.4
200,115,379,317,214,364,370,358,320,0.4,0.4,0.0,0.8,0.2,0.4,0.2,0.2
201,287,95,322,186,209,12,390,325,0.8,0.2,0.0,0.2,0.4,0.2,0.4,0.6
202,239,31,59,135,205,323,325,267,0.2,0.2,0.8,0.4,0.6,0.4,0.2,0.2
203,333,251,252,329,344,6,302,231,0.2,0.4,0.4,0.2,0.8,0.6,0.2,0.2
204,265,275,290,17,199,187,169,79,0.6,0.4,0.0,0.2,0.2,0.2,0.8,0.6
205,340,146,313,43,294,13,220,209,0.4,0.0,0.8,0.2,0.4,0.4,0.2,0.0
206,126,28,201,167,13,193,352,299,0.4,0.2,0.0,0.6,0.2,0.6,0.8,0.2
207,195,43,50,0,186,305,158,14,0.2,0.4,0.4,0.0,0.6,0.2,0.2,0.8
208,4,212,283,351,38,368,113,48,0.2,0.0,0.8,0.4,0.2,0.4,0.2,0.4
209,23,390,235,365,211,334,137,371,0.2,0.2,0.2,0.4,0.0,0.6,0.4,0.8
210,115,381,319,206,266,337,351,194,0.2,0.2,0.6,0.6,0.4,0.2,0.2,0.8
211,182,122,135,301,338,119,350,223,0.6,0.2,0.2,0.4,0.2,0.8,0.2,0.6
212,124,200,373,395,353,263,125,254,0.8,0.6,0.0,0.6,0.2,0.4,0.0,0.2
213,224,218,254,383,245,160,156,83,0.0,0.0,0.4,0.2,0.4,0.2,0.4,0.8
214,108,263,369,379,328,70,90,227,0.4,0.2,0.8,0.6,0.2,0.4,0.2,0.2
215,84,22,373,229,357,93,261,29,0.8,0.4,0.2,0.0,0.2,0.4,0.2,0.6
216,56,123,395,98,370,240,93,278,0.4,0.0,0.4,0.8,0.0,0.6,0.2,0.2
217,199,378,344,35,9,120,171,23,0.0,0.8,0.4,0.2,0.6,0.2,0.4,0.2
218,86,31,205,89,65,228,77,380,0.0,0.2,0.4,0.4,0.8,0.6,0.2,0.2
219,279,87,356,24,139,38,140,95,0.4,0.4,0.2,0.4,0.2,0.8,0.0,0.0
220,99,149,278,210,28,204,256,365,0.8,0.2,0.4,0.0,0.6,0.2,0.6,0.2
221,94,60,39,395,239,47,24,16,0.2,0.2,0.6,0.6,0.4,0.0,0.0,0.8
222,349,114,268,216,151,317,222,242,0.0,0.2,0.2,0.8,0.4,0.4,0.6,0.0
223,352,23,257,250,67,185,84,30,0.4,0.8,0.2,0.2,0.0,0.0,0.4,0.6
224,112,90,51,103,24,248,378,87,0.0,0.6,0.8,0.4,0.0,0.2,0.0,0.6
225,384,299,84,159,227,252,145,278,0.0,0.4,0.4,0.8,0.4,0.2,0.2,0.2
226,84,207,231,166,387,74,178,325,0.2,0.4,0.2,0.0,0.8,0.2,0.4,0.4
227,218,24,312,81,398,28,181,239,0.2,0.0,0.4,0.0,0.2,0.4,0.4,0.8
228,395,339,94,4,98,104,3,347,0.4,0.0,0.2,0.2,0.0,0.8,0.4,0.6
229,230,28,244,191,122,157,381,98,0.0,0.8,0.2,0.4,0.4,0.6,0.2,0.2
230,255,155,244,131,245,344,94,61,0.0,0.4,0.8,0.4,0.2,0.4,0.0,0.2
231,114,337,259,157,164,68,46,6,0.6,0.8,0.4,0.2,0.2,0.2,0.0,0.4
232,91,183,58,356,188,312,238,42,0.4,0.2,0.6,0.2,0.2,0.2,0.4,0.8
233,193,17,368,117,398,333,70,336,0.0,0.6,0.2,0.4,0.0,0.0,0.8,0.4
234,153,232,26,60,273,50,88,293,0.2,0.2,0.2,0.4,0.8,0.6,0.2,0.4
235,57,126,390,386,55,15,290,193,0.0,0.6,0.0,0.2,0.6,0.8,0.2,0.6
236,258,57,127,240,48,295,43,207,0.2,0.0,0.6,0.6,0.0,0.0,0.4,0.8
237,373,139,296,212,278,317,2,22,0.6,0.4,0.2,0.2,0.4,0.2,0.2,0.8
238,242,94,36,278,387,218,83,265,0.0,0.4,0.8,0.2,0.4,0.4,0.0,0.2
239,365,377,86,288,113,38,352,222,0.2,0.8,0.6,0.4,0.0,0.2,0.0,0.4
240,9,256,282,164,370,173,132,74,0.8,0.2,0.2,0.0,0.6,0.4,0.2,0.4
241,200,352,194,35,330,59,117,307,0.4,0.2,0.2,0.6,0.2,1.0,0.0,0.4
242,318,333,224,336,290,367,164,383,0.8,0.4,0.4,0.2,0.0,0.2,0.0,0.4
243,149,272,3,64,28,19,250,338,0.4,0.8,0.4,0.0,0.2,0.6,0.0,0.0
244,192,157,290,242,169,278,122,363,0.0,0.0,0.4,0.8,0.6,0.4,0.2,0.0
245,168,167,350,397,390,160,322,372,0.4,0.4,0.2,0.2,0.8,0.0,0.4,0.2
246,303,232,270,284,254,310,2,135,0.4,0.2,0.4,0.8,0.6,0.0,0.0,0.2
247,356,379,61,75,375,226,219,139,0.4,0.4,0.8,0.2,0.6,0.0,0.2,0.2
248,85,194,232,283,75,252,17,6,0.2,0.2,0.4,1.0,0.4,0.0,0.2,0.6
249,263,394,93,376,235,234,292,205,0.4,0.0,1.0,0.2,0.2,0.2,0.6,0.4
